Period,Value,Measure Type,Unit
day/2021-06-18,691310.611,actual-eligible-demand,mwh
day/2021-06-19,622330.595,actual-eligible-demand,mwh
day/2021-06-20,617296.659,actual-eligible-demand,mwh
day/2021-06-21,700017.036,actual-eligible-demand,mwh
day/2021-06-22,691422.095,actual-eligible-demand,mwh
day/2021-06-23,687176.278,actual-eligible-demand,mwh
day/2021-06-24,694774.748,actual-eligible-demand,mwh
day/2021-06-25,686299.433,actual-eligible-demand,mwh
day/2021-06-26,616151.41,actual-eligible-demand,mwh
day/2021-06-27,619040.044,actual-eligible-demand,mwh
day/2021-06-28,688302.761,actual-eligible-demand,mwh
day/2021-06-29,693964.113,actual-eligible-demand,mwh
day/2021-06-30,693733.185,actual-eligible-demand,mwh
day/2021-07-01,689378.032,actual-eligible-demand,mwh
day/2021-07-02,680479.094,actual-eligible-demand,mwh
day/2021-07-03,632239.61,actual-eligible-demand,mwh
day/2021-07-04,619391.854,actual-eligible-demand,mwh
day/2021-07-05,689053.25,actual-eligible-demand,mwh
day/2021-07-06,704953.946,actual-eligible-demand,mwh
day/2021-07-07,699450.896,actual-eligible-demand,mwh
day/2021-07-08,693272.203,actual-eligible-demand,mwh
day/2021-07-09,684053.963,actual-eligible-demand,mwh
day/2021-07-10,625109.258,actual-eligible-demand,mwh
day/2021-07-11,613960.796,actual-eligible-demand,mwh
day/2021-07-12,688112.103,actual-eligible-demand,mwh
day/2021-07-13,695340.362,actual-eligible-demand,mwh
day/2021-07-14,693057.716,actual-eligible-demand,mwh
day/2021-07-15,692312.402,actual-eligible-demand,mwh
day/2021-07-16,675929.546,actual-eligible-demand,mwh
day/2021-07-17,620780.38,actual-eligible-demand,mwh
day/2021-07-18,613608.939,actual-eligible-demand,mwh
day/2021-07-19,704730.238,actual-eligible-demand,mwh
day/2021-07-20,714349.413,actual-eligible-demand,mwh
day/2021-07-21,714680.76,actual-eligible-demand,mwh
day/2021-07-22,712762.428,actual-eligible-demand,mwh
day/2021-07-23,686516.178,actual-eligible-demand,mwh
day/2021-07-24,619184.447,actual-eligible-demand,mwh
day/2021-07-25,604488.983,actual-eligible-demand,mwh
day/2021-07-26,674259.046,actual-eligible-demand,mwh
day/2021-07-27,687396.317,actual-eligible-demand,mwh
day/2021-07-28,683071.661,actual-eligible-demand,mwh
day/2021-07-29,675422.727,actual-eligible-demand,mwh
day/2021-07-30,674749.026,actual-eligible-demand,mwh
day/2021-07-31,614999.699,actual-eligible-demand,mwh
day/2021-08-01,599196.684,actual-eligible-demand,mwh
day/2021-08-02,659159.079,actual-eligible-demand,mwh
day/2021-08-03,666563.938,actual-eligible-demand,mwh
day/2021-08-04,668001.839,actual-eligible-demand,mwh
day/2021-08-05,683303.336,actual-eligible-demand,mwh
day/2021-08-06,673821.902,actual-eligible-demand,mwh
day/2021-08-07,621328.765,actual-eligible-demand,mwh
day/2021-08-08,614853.044,actual-eligible-demand,mwh
day/2021-08-09,674945.62,actual-eligible-demand,mwh
day/2021-08-10,673788.079,actual-eligible-demand,mwh
day/2021-08-11,686941.99,actual-eligible-demand,mwh
day/2021-08-12,686690.496,actual-eligible-demand,mwh
day/2021-08-13,677098.283,actual-eligible-demand,mwh
day/2021-08-14,620213.477,actual-eligible-demand,mwh
day/2021-08-15,610859.682,actual-eligible-demand,mwh
day/2021-08-16,682832.165,actual-eligible-demand,mwh
day/2021-08-17,700281.349,actual-eligible-demand,mwh
day/2021-08-18,697440.939,actual-eligible-demand,mwh
day/2021-08-19,695543.996,actual-eligible-demand,mwh
day/2021-08-20,686957.955,actual-eligible-demand,mwh
day/2021-08-21,636301.765,actual-eligible-demand,mwh
day/2021-08-22,616654.941,actual-eligible-demand,mwh
day/2021-08-23,683791.886,actual-eligible-demand,mwh
day/2021-08-24,690795.686,actual-eligible-demand,mwh
day/2021-08-25,692651.268,actual-eligible-demand,mwh
day/2021-08-26,692192.555,actual-eligible-demand,mwh
day/2021-08-27,677113.68,actual-eligible-demand,mwh
day/2021-08-28,612400.719,actual-eligible-demand,mwh
day/2021-08-29,601610.539,actual-eligible-demand,mwh
day/2021-08-30,637038.942,actual-eligible-demand,mwh
day/2021-08-31,698881.345,actual-eligible-demand,mwh
day/2021-09-01,709961.4,actual-eligible-demand,mwh
day/2021-09-02,710611.146,actual-eligible-demand,mwh
day/2021-09-03,699601.883,actual-eligible-demand,mwh
day/2021-09-04,634134.272,actual-eligible-demand,mwh
day/2021-09-05,618039.622,actual-eligible-demand,mwh
day/2021-09-06,704269.992,actual-eligible-demand,mwh
day/2021-09-07,714858.9,actual-eligible-demand,mwh
day/2021-09-08,718147.005,actual-eligible-demand,mwh
day/2021-09-09,724753.972,actual-eligible-demand,mwh
day/2021-09-10,710186.754,actual-eligible-demand,mwh
day/2021-09-11,637051.629,actual-eligible-demand,mwh
day/2021-09-12,626948.478,actual-eligible-demand,mwh
day/2021-09-13,703983.816,actual-eligible-demand,mwh
day/2021-09-14,727093.796,actual-eligible-demand,mwh
day/2021-09-15,711709.762,actual-eligible-demand,mwh
day/2021-09-16,704870.085,actual-eligible-demand,mwh
day/2021-09-17,693690.945,actual-eligible-demand,mwh
day/2021-09-18,654679.522,actual-eligible-demand,mwh
day/2021-09-19,650947.227,actual-eligible-demand,mwh
day/2021-09-20,717749.011,actual-eligible-demand,mwh
day/2021-09-21,723803.767,actual-eligible-demand,mwh
day/2021-09-22,726751.133,actual-eligible-demand,mwh
day/2021-09-23,734191.42,actual-eligible-demand,mwh
day/2021-09-24,721384.518,actual-eligible-demand,mwh
day/2021-09-25,666582.631,actual-eligible-demand,mwh
day/2021-09-26,653886.322,actual-eligible-demand,mwh
day/2021-09-27,732070.346,actual-eligible-demand,mwh
day/2021-09-28,754832.801,actual-eligible-demand,mwh
day/2021-09-29,749999.56,actual-eligible-demand,mwh
day/2021-09-30,776080.434,actual-eligible-demand,mwh
day/2021-10-01,742796.009,actual-eligible-demand,mwh
day/2021-10-02,717284.311,actual-eligible-demand,mwh
day/2021-10-03,692430.041,actual-eligible-demand,mwh
day/2021-10-04,764299.654,actual-eligible-demand,mwh
day/2021-10-05,776722.602,actual-eligible-demand,mwh
day/2021-10-06,753331.455,actual-eligible-demand,mwh
day/2021-10-07,746809.091,actual-eligible-demand,mwh
day/2021-10-08,713345.463,actual-eligible-demand,mwh
day/2021-10-09,648432.347,actual-eligible-demand,mwh
day/2021-10-10,631589.646,actual-eligible-demand,mwh
day/2021-10-11,708492.315,actual-eligible-demand,mwh
day/2016-04-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-04-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-05-31,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-06-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-07-31,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-08-31,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-09-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-10-31,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-11-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-01,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-02,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-03,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-04,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-05,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-06,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-07,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-08,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-09,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-10,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-11,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-12,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-13,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-14,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-15,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-16,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-17,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-18,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-19,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-20,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-21,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-22,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-23,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-24,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-25,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-26,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-27,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-28,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-29,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-30,0.0,actual-eii-excluded-electricity,mwh
day/2016-12-31,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-01-31,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-02-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-12,0.0,actual-eii-excluded-electricity,mwh
