Label,Notation,Parent Notation,Sort Priority
all,all,,
Converted flat,converted-flat,,
Detached,detached,,
End terrace,end-terrace,,
Mid terrace,mid-terrace,,
Purpose built flat,purpose-built-flat,,
Semitodetached,semi-detached,,
