Label,Notation,Parent Notation,Sort Priority
296.0,296-0,,
457.0,457-0,,
310.0,310-0,,
272.0,272-0,,
271.0,271-0,,
212.0,212-0,,
320.0,320-0,,
233.0,233-0,,
257.0,257-0,,
267.0,267-0,,
593.0,593-0,,
167.0,167-0,,
213.0,213-0,,
453.0,453-0,,
872.0,872-0,,
156.0,156-0,,
239.0,239-0,,
520.0,520-0,,
1146.0,1146-0,,
298.0,298-0,,
460.0,460-0,,
626.0,626-0,,
166.0,166-0,,
497.0,497-0,,
1232.0,1232-0,,
151.0,151-0,,
204.0,204-0,,
477.0,477-0,,
1276.0,1276-0,,
306.0,306-0,,
916.0,916-0,,
259.0,259-0,,
518.0,518-0,,
781.0,781-0,,
734.0,734-0,,
154.0,154-0,,
226.0,226-0,,
431.0,431-0,,
993.0,993-0,,
624.0,624-0,,
1502.0,1502-0,,
613.0,613-0,,
1459.0,1459-0,,
451.0,451-0,,
313.0,313-0,,
658.0,658-0,,
528.0,528-0,,
432.0,432-0,,
571.0,571-0,,
507.0,507-0,,
333.0,333-0,,
228.0,228-0,,
420.0,420-0,,
286.0,286-0,,
301.0,301-0,,
157.0,157-0,,
573.0,573-0,,
801.0,801-0,,
149.0,149-0,,
187.0,187-0,,
231.0,231-0,,
1183.0,1183-0,,
410.0,410-0,,
308.0,308-0,,
845.0,845-0,,
254.0,254-0,,
303.0,303-0,,
386.0,386-0,,
668.0,668-0,,
65.0,65-0,,
38.0,38-0,,
181.0,181-0,,
77.0,77-0,,
89.0,89-0,,
37.0,37-0,,
88.0,88-0,,
11.0,11-0,,
168.0,168-0,,
179.0,179-0,,
1.0,1-0,,
12.0,12-0,,
8.0,8-0,,
21.0,21-0,,
4.0,4-0,,
737.0,737-0,,
84.0,84-0,,
33.0,33-0,,
124.0,124-0,,
55.0,55-0,,
374.0,374-0,,
76.0,76-0,,
68.0,68-0,,
101.0,101-0,,
59.0,59-0,,
192.0,192-0,,
183.0,183-0,,
22.0,22-0,,
62.0,62-0,,
285.0,285-0,,
173.0,173-0,,
208.0,208-0,,
153.0,153-0,,
131.0,131-0,,
650.0,650-0,,
493.0,493-0,,
553.0,553-0,,
249.0,249-0,,
609.0,609-0,,
337.0,337-0,,
385.0,385-0,,
325.0,325-0,,
196.0,196-0,,
1209.0,1209-0,,
394.0,394-0,,
996.0,996-0,,
119.0,119-0,,
143.0,143-0,,
345.0,345-0,,
205.0,205-0,,
283.0,283-0,,
248.0,248-0,,
735.0,735-0,,
422.0,422-0,,
562.0,562-0,,
90.0,90-0,,
164.0,164-0,,
199.0,199-0,,
393.0,393-0,,
321.0,321-0,,
1301.0,1301-0,,
159.0,159-0,,
443.0,443-0,,
1231.0,1231-0,,
106.0,106-0,,
425.0,425-0,,
889.0,889-0,,
299.0,299-0,,
305.0,305-0,,
359.0,359-0,,
311.0,311-0,,
396.0,396-0,,
323.0,323-0,,
328.0,328-0,,
324.0,324-0,,
318.0,318-0,,
307.0,307-0,,
416.0,416-0,,
338.0,338-0,,
302.0,302,,
92.0,92,,
201.0,201,,
48.0,48,,
23.0,23,,
136.0,136,,
802.0,802,,
330.0,330,,
290.0,290,,
182.0,182,,
0.0,0,,
38.0,38,,
245.0,245,,
203.0,203,,
134.0,134,,
620.0,620,,
11.0,11,,
51.0,51,,
61.0,61,,
60.0,60,,
362.0,362-0,,
322.0,322-0,,
351.0,351-0,,
317.0,317-0,,
332.0,332-0,,
0.0,0-0,,
1056.0,1056-0,,
177.0,177-0,,
440.0,440-0,,
1174.0,1174-0,,
145.0,145,,
69.0,69,,
239.0,239,,
481.0,481,,
204.0,204,,
117.0,117,,
291.0,291,,
335.0,335,,
202.0,202,,
558.0,558,,
338.0,338,,
404.0,404,,
246.0,246,,
232.0,232,,
569.0,569,,
433.0,433,,
368.0,368,,
381.0,381,,
421.0,421,,
362.0,362,,
439.0,439,,
