Label,Notation,Parent Notation,Sort Priority
Total,total,,0
"Crop and animal production, hunting and related service activities",1,,1
Forestry and logging,2,,2
Fishing and aquaculture,3,,3
Mining of coal and lignite,5,,5
Extraction of crude petroleum and natural gas,6,,6
Mining of metal ores,7,,7
Other mining and quarrying,8,,8
Mining support service activities,9,,9
Manufacture of food products,10,,10
Manufacture of beverages,11,,11
Manufacture of tobacco products,12,,12
Manufacture of textiles,13,,13
Manufacture of wearing apparel,14,,14
Manufacture of leather and related products,15,,15
Manufacture of wood and of products of wood and cork,16,,16
Manufacture of paper and paper products,17,,17
Printing and reproduction of recorded media,18,,18
Manufacture of coke and refined petroleum products,19,,19
Manufacture of chemicals and chemical products,20,,20
Manufacture of basic pharmaceutical products and pharmaceutical preparations,21,,21
Manufacture of rubber and plastic products,22,,22
Manufacture of other non-metallic mineral products,23,,23
Manufacture of basic metals,24,,24
"Manufacture of fabricated metal products, except machinery and equipment",25,,25
"Manufacture of computer, electronic and optical products",26,,26
Manufacture of electrical equipment,27,,27
Manufacture of machinery and equipment n.e.c.,28,,28
"Manufacture of motor vehicles, trailers and semi-trailers",29,,29
Manufacture of other transport equipment,30,,30
Manufacture of furniture,31,,31
Other manufacturing,32,,32
Repair and installation of machinery and equipment,33,,33
"Electricity, gas, steam and air conditioning supply",35,,35
"Water collection, treatment and supply",36,,36
Sewerage,37,,37
"Waste collection, treatment and disposal activities; materials recovery",38,,38
Remediation activities and other waste management services,39,,39
Construction of buildings,41,,41
Civil engineering,42,,42
Specialised construction activities,43,,43
Wholesale and retail trade and repair of motor vehicles and motorcycles,45,,45
"Wholesale trade, except of motor vehicles and motorcycles",46,,46
"Retail trade, except of motor vehicles and motorcycles",47,,47
Land transport and transport via pipelines,49,,49
Water transport,50,,50
Air transport,51,,51
Warehousing and support activities for transportation,52,,52
Postal and courier activities,53,,53
Accommodation,55,,55
Food and beverage service activities,56,,56
Publishing activities,58,,58
"Motion picture, video and television programme production, sound recording and music publishing activities",59,,59
Programming and broadcasting activities,60,,60
Telecommunications,61,,61
"Computer programming, consultancy and related activities",62,,62
Information service activities,63,,63
"Financial service activities, except insurance and pension funding",64,,64
"Insurance, reinsurance and pension funding, except compulsory social security",65,,65
Activities auxiliary to financial services and insurance activities,66,,66
Real estate activities,68,,68
Legal and accounting activities,69,,69
Activities of head offices; management consultancy activities,70,,70
Architectural and engineering activities; technical testing and analysis,71,,71
Scientific research and development,72,,72
Advertising and market research,73,,73
"Other professional, scientific and technical activities",74,,74
Veterinary activities,75,,75
Rental and leasing activities,77,,77
Employment activities,78,,78
"Travel agency, tour operator and other reservation service and related activities",79,,79
Security and investigation activities,80,,80
Services to buildings and landscape activities,81,,81
"Office administrative, office support and other business support activities",82,,82
Public administration and defence; compulsory social security,84,,84
Education,85,,85
Human health activities,86,,86
Residential care activities,87,,87
Social work activities without accommodation,88,,88
"Creative, arts and entertainment activities",90,,90
"Libraries, archives, museums and other cultural activities",91,,91
Gambling and betting activities,92,,92
Sports activities and amusement and recreation activities,93,,93
Activities of membership organisations,94,,94
Repair of computers and personal and household goods,95,,95
Other personal service activities,96,,96
Activities of households as employers of domestic personnel,97,,97
Undifferentiated goods- and services-producing activities of private households for own use,98,,98
Activities of extraterritorial organisations and bodies,99,,99
